orden,fecha,matcode,cantidad,grado_llenado,target,reactor,acido_ascorbico,agua_desionizada,amoniaco_25,aq_save,arianor_cherry_red_vibracolor_ruby_red,astrophos_hc2,azul_ultramar_b_6554,chematek_code_00302_jacorol_ahp,cire_de_lanol_sinnowax_ao,colorante_2a3hp,genencare_osms_ba_betafin_bp,h.c._yellow_2,h.c._yellow_4,jarocol_mbb,lowacryl_orange_31,merquat_280_safiquat_22,monoetanolamina_99__purete,nafol_16_18_lanette_o,perfume_bamboo_lotus_flower_2048692,perfume_xanadu,propilenglicol,rodol_24dape_chematek_00326,rodol_2_mr_chematek_code_00102,rodol_6amc_chematek_00269,rodol_6cp_chematek_00235,rodol_9r,rodol_blfx_bondecolor_blfx,rodol_eg_jarocol_map,rodol_ern_colorex_1_nap,rodol_gray_hed__jarocol_bhp,rodol_p_base_ot,rodol_paoc_chematek_00216,rodol_paox_colorex_paox,rodol_pmp_jarocol_pmp,rodol_rs_jarocol_rl,rodol_xdat,sodio_sulfito_anhidro,structure_zea_starch,transcutol_cg,utmf_ceramide_iii_silicon_free
1034100,2022-05-18 19:15:00.193,626595,452.4,90.48,1,pequeño,4.0,552.638,71.862,1,0.0,30,0.0,12.5,180,0,0,0.0,0.0,0.0,0.0,25,0,30,8,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,10.0,0.0,0.0,0.0,0,9.0,30,15,0.0
1034101,2022-05-17 13:39:00.670,628445,452.4,45.24,0,mediano,4.0,605.358,71.862,1,0.0,30,0.0,0.0,150,0,0,0.0,0.0,0.0,0.0,25,0,25,8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.68,0.7,0.0,0.0,8.2,4.2,0.0,0.0,0.0,0,6.0,30,15,0.0
1034102,2022-05-17 08:54:00.113,625525,452.4,90.48,1,pequeño,4.0,578.938,71.862,1,0.0,30,0.0,2.6,160,0,0,0.0,0.0,0.0,0.0,25,0,25,8,0.0,0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,9.6,5.0,5.0,0.0,0,7.0,30,15,0.0
1034103,2022-05-18 21:17:00.750,625065,452.4,45.24,1,mediano,4.0,483.938,71.862,1,0.0,30,0.0,0.0,200,0,0,0.0,0.0,0.0,0.0,25,0,30,8,0.0,0,0.7,12.5,0.0,0.0,0.0,18.5,4.0,0.0,0.0,4.5,1.0,0.0,0.0,0.0,0,10.0,30,50,0.0
1034104,2022-05-18 15:03:00.617,627065,678.6,67.86,1,mediano,4.0,583.388,71.862,1,0.0,30,0.0,0.0,170,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.3,5.9,0.0,0.0,0.0,7.0,1.35,0.0,0.0,2.2,0.0,0.0,1.0,0.0,0,9.0,30,15,0.0
1034105,2022-05-17 17:51:00.607,627445,452.4,45.24,0,mediano,4.0,617.408,71.862,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,25,8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.63,0.7,0.0,0.0,4.2,4.2,0.0,0.0,0.0,0,8.0,30,15,0.0
1034106,2022-05-18 11:45:00.740,628065,452.4,45.24,0,mediano,2.0,613.188,71.862,1,0.0,30,0.0,0.0,150,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.2,3.8,0.0,0.0,0.0,4.2,0.25,0.0,0.0,1.5,0.0,0.0,1.0,0.0,0,8.0,30,15,0.0
1034107,2022-05-18 08:42:00.190,629065,232.0,23.2,0,mediano,1.5,615.642,82.758,1,0.0,30,0.0,0.0,150,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,2.1,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,30,15,0.0
1034108,2022-05-17 13:39:00.680,626995,452.4,90.48,1,pequeño,4.0,549.438,71.862,1,0.0,30,0.0,15.0,190,0,0,0.0,0.0,0.0,0.0,25,0,30,8,0.0,0,0.0,0.0,0.0,3.6,0.0,0.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.5,30,15,0.0
1034109,2022-05-19 19:38:00.127,624005,1357.2,45.24,1,grande,4.0,490.735,64.965,1,0.0,30,0.0,0.0,200,0,0,0.0,0.0,0.0,0.0,25,0,40,8,0.0,0,0.4,0.0,0.0,0.0,0.0,19.0,0.4,0.0,7.0,1.0,0.0,0.0,0.0,6.0,0,7.5,30,50,0.0
1034110,2022-05-20 09:38:00.077,624085,904.8,90.48,1,mediano,4.0,510.735,64.965,1,0.0,30,0.0,0.0,200,0,0,0.0,0.0,0.0,0.0,25,0,40,8,0.0,0,0.6,2.0,0.0,0.0,0.0,31.0,0.4,0.0,8.5,1.0,0.0,0.0,0.0,5.8,0,7.0,30,15,0.0
1034111,2022-05-19 10:18:00.453,628005,2035.8,67.86,0,grande,4.0,621.038,71.862,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.1,4.7,0.0,0.0,0.0,4.8,1.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0,7.0,30,15,0.0
1034148,2022-05-24 08:48:00.710,620075,452.4,45.24,0,mediano,4.0,626.018,71.862,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,3.6,0.0,0.0,0.0,0.0,5.28,0,5.0,30,15,0.0
1034149,2022-05-24 13:38:00.690,620105,904.8,90.48,1,mediano,4.0,570.638,71.862,1,0.0,30,0.0,0.0,170,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0,7.0,30,15,0.0
1034150,2022-05-24 09:55:00.347,620025,1583.4,52.78,0,grande,0.5,663.0,0.1,1,0.0,30,0.0,0.0,160,0,0,0.0,0.0,0.0,0.0,25,40,10,8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.4,0.0,0.4,0.0,0.0,0.3,0,1.0,30,15,0.0
1034151,2022-05-23 14:05:00.797,620905,452.4,90.48,1,pequeño,0.0,681.438,71.862,1,1.0,30,0.0,0.0,160,0,0,0.0,0.0,0.0,1.7,0,0,0,8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,30,0,0.0
1034152,2022-05-24 14:23:00.303,620405,232.0,46.4,0,pequeño,4.0,576.138,71.862,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,10,8,0.0,35,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,2.0,20.0,0.0,0.0,0.0,0,5.0,30,15,0.0
1034153,2022-05-27 12:46:00.573,626175,2726.0,90.87,1,grande,4.0,565.098,71.862,1,0.0,30,0.0,0.0,180,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,1.24,0.0,9.0,1.35,0.0,0.0,0.0,9.45,0,10.0,30,15,0.0
1034154,2022-05-25 08:38:00.443,620505,232.0,46.4,0,pequeño,0.0,682.338,71.862,1,1.8,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,0,0,20,8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,30,0,0.0
1034166,2022-05-30 17:55:00.653,625175,1809.6,60.32,1,grande,4.0,530.398,71.862,1,0.0,30,0.0,0.0,200,0,0,0.0,0.0,0.0,0.0,25,0,30,8,0.0,0,0.0,0.0,0.0,0.0,0.0,7.2,1.61,0.0,13.5,1.76,0.0,0.0,0.0,5.67,0,10.0,30,15,0.0
1034167,2022-05-31 12:31:00.727,626135,452.4,45.24,0,mediano,4.0,601.078,71.862,1,0.0,30,0.0,0.0,160,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.12,0.28,2.4,0.36,0.0,0.0,0.0,4.4,0,7.5,30,15,0.0
1034168,2022-05-31 18:01:00.533,626665,678.6,67.86,0,mediano,4.0,488.638,71.862,1,0.0,30,0.0,0.0,200,0,0,0.0,0.0,0.0,0.0,25,0,30,8,0.0,0,0.0,10.0,0.0,0.0,0.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,2.5,1.0,0,10.0,30,50,0.0
1034169,2022-05-31 08:40:00.187,628345,232.0,46.4,0,pequeño,4.0,620.638,71.862,1,0.0,30,0.0,0.0,140,1,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,6.0,0.0,0.0,0.5,3.5,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0,5.0,30,15,0.0
1034170,2022-06-01 14:24:00.373,628645,452.4,45.24,0,mediano,4.0,611.238,71.862,1,0.0,30,0.0,0.0,150,1,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,3.5,0.0,0.0,0.0,5.2,0.0,0.0,0.0,1.2,0.0,0.0,0.0,1.0,0,7.0,30,15,0.0
1034171,2022-06-02 11:51:00.553,627645,452.4,45.24,0,mediano,4.0,625.758,71.862,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,0.0,0.0,0.0,0.5,4.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.88,0,5.0,30,15,0.0
1034172,2022-06-01 11:34:00.263,627665,452.4,90.48,1,pequeño,4.0,495.138,71.862,1,0.0,30,0.0,0.0,200,0,0,0.0,0.0,0.0,0.0,25,0,30,8,0.0,0,0.0,12.5,0.0,0.0,0.0,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.0,30,50,0.0
1034173,2022-06-02 14:00:00.467,625645,232.0,46.4,1,pequeño,4.0,564.438,71.862,1,0.0,30,0.0,0.0,170,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,0.0,0.0,0.0,1.0,11.0,1.0,0.0,0.0,2.0,1.7,0.0,2.0,2.0,0,10.0,30,30,0.0
1034174,2022-06-02 17:25:00.203,626655,452.4,45.24,0,mediano,4.0,539.638,71.862,1,0.0,30,0.0,0.0,200,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,8.0,0.0,0.0,0.0,9.0,6.0,0.0,0.0,4.0,1.0,0.0,2.5,0.0,0,10.0,30,15,0.0
1034175,2022-05-27 09:36:00.760,629825,904.8,90.48,0,mediano,3.0,650.292,78.758,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,0,8,0.0,0,0.0,1.5,0.0,0.0,0.0,1.6,0.2,0.5,0.0,0.15,0.0,0.0,0.0,0.0,0,0.0,30,15,0.0
1034190,2022-05-27 09:44:00.863,629845,232.0,46.4,0,pequeño,2.0,649.492,78.758,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,0,8,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.38,1.58,0.79,0.0,0.0,0,0.0,30,15,0.0
1034225,2022-06-07 14:58:00.523,626005,2262.0,75.4,1,grande,4.0,570.938,71.862,1,0.0,30,0.0,0.0,170,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.4,10.0,0.0,0.0,0.0,15.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,10.0,30,15,0.0
1034226,2022-06-08 17:13:00.970,629085,904.8,90.48,0,mediano,2.5,600.292,78.758,1,0.0,30,0.0,0.0,120,0,0,0.0,0.0,0.0,0.0,25,0,30,8,0.0,30,0.0,0.0,0.0,0.0,0.0,5.4,0.0,0.0,1.43,0.92,0.0,0.0,0.0,2.7,0,4.0,30,15,0.0
1034227,2022-06-07 10:32:00.540,629805,904.8,90.48,0,mediano,1.0,653.712,78.758,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,0,8,0.0,0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.33,0.0,0.0,0.0,1.0,0,0.0,30,15,0.0
1034229,2022-06-09 20:23:00.603,626085,1809.6,60.32,1,grande,4.0,528.838,71.862,1,0.0,30,0.0,0.0,200,0,0,0.0,0.0,0.0,0.0,25,0,30,8,0.0,0,0.5,5.0,0.0,0.0,0.0,17.4,0.7,0.0,2.35,0.5,0.0,0.0,0.0,4.85,0,10.0,30,15,0.0
1034230,2022-06-09 09:55:00.793,627085,1809.6,60.32,1,grande,4.0,536.588,71.862,1,0.0,30,0.0,0.0,200,0,0,0.0,0.0,0.0,0.0,25,0,30,8,0.0,0,0.3,8.0,0.0,0.0,0.0,12.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0,10.0,30,15,0.0
1034231,2022-06-10 16:52:00.550,623005,678.6,67.86,1,mediano,4.0,486.635,64.965,1,0.0,30,0.0,0.0,200,0,0,0.0,0.0,0.0,0.0,25,0,30,8,0.0,0,0.6,0.0,0.0,0.0,0.0,26.0,0.5,0.0,10.0,1.1,0.0,0.0,0.0,7.2,0,10.0,30,50,0.0
1034232,2022-06-10 14:22:00.533,625005,1357.2,45.24,1,grande,4.0,546.625,64.965,1,0.0,30,0.0,0.0,160,0,0,0.0,0.0,0.0,0.0,25,0,30,8,0.0,0,0.4,0.0,0.0,0.0,0.3,15.0,0.8,0.0,2.5,1.26,0.0,0.0,0.0,7.65,0,7.5,30,50,0.0
1034298,2022-06-22 14:38:00.097,629215,904.8,90.48,0,mediano,4.0,613.322,78.758,1,0.0,30,0.0,0.0,160,0,0,0.0,0.0,0.0,0.0,25,0,0,8,0.0,0,0.0,0.73,0.0,0.0,0.0,1.59,0.27,0.0,1.0,0.0,0.08,0.0,0.0,1.25,0,0.0,30,30,0.0
1034299,2022-06-22 10:27:00.947,629985,904.8,90.48,0,mediano,2.5,635.342,78.758,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,0,8,0.0,0,0.0,1.5,0.0,0.0,0.0,1.2,0.2,0.0,0.2,0.15,0.15,0.0,0.0,0.0,0,1.0,30,30,0.0
1034300,2022-06-23 09:04:00.250,627135,678.6,67.86,0,mediano,4.0,626.458,71.862,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,0.0,0.0,0.0,0.0,2.4,0.08,0.24,2.2,0.36,0.0,0.0,0.0,3.4,0,5.0,30,15,0.0
1034305,2022-06-23 09:16:00.390,627365,232.0,46.4,0,pequeño,4.0,605.938,71.862,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,2.1,0.0,0.0,0.0,6.5,0.0,0.0,0.0,5.0,0.6,0.0,0.0,0.0,0,5.0,30,30,0.0
1034307,2022-06-23 14:40:00.410,627615,904.8,90.48,1,mediano,4.0,505.238,71.362,1,0.0,30,0.0,0.0,200,0,0,0.0,0.0,0.0,0.0,25,0,30,8,0.0,0,0.0,7.3,0.0,0.0,0.0,12.0,1.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0,7.5,30,50,0.0
1034318,2022-06-08 12:48:00.210,627005,1809.6,60.32,1,grande,4.0,592.238,71.862,1,0.0,30,0.0,0.0,160,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.2,6.0,0.0,0.0,0.0,9.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,10.0,30,15,0.0
1034439,2022-06-27 16:18:00.507,623225,232.0,46.4,1,pequeño,4.0,589.995,64.965,1,0.0,30,0.0,0.0,160,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,0.0,0.0,0.0,0.0,10.0,0.14,0.0,10.0,0.4,6.4,0.0,0.0,2.6,0,7.5,30,15,0.0
1034440,2022-06-27 10:19:00.670,626615,678.6,67.86,0,mediano,4.0,495.538,71.862,1,0.0,30,0.0,0.0,200,0,0,0.0,0.0,0.0,0.0,25,0,30,8,0.0,0,0.0,10.0,0.0,0.0,0.0,17.0,1.4,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0,7.5,30,50,0.0
1034441,2022-06-27 10:19:00.680,627325,232.0,46.4,0,pequeño,4.0,605.738,71.862,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,3.1,0.0,0.0,0.0,4.0,1.0,0.0,1.0,5.0,0.3,0.0,0.0,0.0,0,5.0,30,30,0.0
1034442,2022-06-23 13:47:00.620,629325,232.0,46.4,0,pequeño,3.0,628.817,78.758,1,0.0,30,0.0,0.0,160,0,0,0.0,0.0,0.0,0.0,25,0,0,8,0.0,0,0.0,1.25,0.0,0.0,0.0,0.9,0.375,0.0,0.0,2.9,0.0,0.0,0.0,0.0,0,0.0,30,15,0.0
1034456,2022-06-27 18:24:00.970,629925,904.8,90.48,0,mediano,1.5,535.082,100.448,1,0.0,0,0.35,0.0,160,0,40,0.0,0.0,0.0,0.0,25,40,20,0,12.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.21,0.0,0.21,0.0,0.0,0.1,0,2.5,30,15,1.0
1034457,2022-06-28 18:33:00.983,628835,232.0,46.4,0,pequeño,3.0,530.302,100.448,1,0.0,0,0.0,0.0,160,0,40,0.0,0.0,0.0,0.0,25,40,20,0,12.5,0,0.0,1.3,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0,0.0,30,15,5.0
1034458,2022-06-28 09:56:00.090,628825,1583.4,52.78,0,grande,2.0,533.572,100.448,1,0.0,0,0.6,0.0,160,0,40,0.0,0.0,0.0,0.0,25,40,20,0,12.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.29,0.0,0.4,0.0,0.0,0.0,0,3.0,30,15,1.0
1034459,2022-06-28 14:50:00.140,629915,904.8,90.48,1,mediano,3.0,528.232,100.448,1,0.0,0,0.6,0.0,160,0,40,0.0,0.0,0.0,0.0,25,40,20,0,12.5,0,0.0,0.0,0.0,0.0,0.0,0.48,0.2,0.0,1.6,0.24,0.0,0.0,0.0,1.7,0,4.0,30,15,1.0
1034460,2022-06-30 13:45:00.553,625555,232.0,46.4,1,pequeño,2.5,532.338,71.862,1,0.0,30,0.0,7.0,160,0,0,0.0,0.0,0.0,0.0,25,0,40,8,0.0,30,0.0,0.0,0.0,0.0,0.0,11.0,0.0,5.0,0.0,3.0,4.3,1.0,0.5,0.0,0,7.5,30,15,0.0
1034461,2022-06-29 11:57:00.413,629935,452.4,45.24,0,mediano,10.0,549.052,100.448,1,0.0,0,0.0,0.0,140,0,40,0.0,0.1,0.0,0.0,25,40,20,0,12.5,0,0.0,0.0,0.0,0.0,0.26,0.32,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0,0.0,30,15,1.0
1034462,2022-06-29 10:00:00.957,628815,2035.8,67.86,1,grande,3.0,528.232,100.448,1,0.0,0,0.6,0.0,160,0,40,0.0,0.0,0.0,0.0,25,40,20,0,12.5,0,0.0,0.0,0.0,0.0,0.0,0.48,0.2,0.0,1.6,0.24,0.0,0.0,0.0,1.7,0,4.0,30,15,1.0
1034463,2022-06-29 11:01:00.717,629905,452.4,90.48,0,pequeño,1.0,540.052,100.448,0,0.0,0,0.0,0.0,160,0,40,0.0,0.0,0.0,0.0,25,40,20,0,12.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,30,15,1.0
1034464,2022-06-30 10:15:00.650,626305,232.0,46.4,0,pequeño,4.0,577.138,71.862,1,0.0,30,0.0,0.0,150,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,5.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,10.0,0.0,0.0,0.0,3.0,0,7.5,30,30,0.0
1034465,2022-07-01 11:00:00.317,627125,678.6,67.86,0,mediano,4.0,603.627,71.862,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,1.711,0.0,0.0,0.0,3.73,0.64,0.0,4.89,0.0,0.106,0.0,0.0,2.934,0,7.5,30,30,0.0
1034466,2022-06-30 08:11:00.530,629305,232.0,46.4,0,pequeño,4.0,647.162,78.758,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,0,8,0.0,0,0.0,0.0,0.0,0.0,0.1,1.4,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.18,0,0.0,30,15,0.0
1034467,2022-06-30 08:23:00.643,629835,232.0,23.2,0,mediano,4.0,651.332,78.758,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,0,8,0.0,0,0.0,0.0,0.0,0.0,0.36,0.3,0.05,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0,0.0,30,15,0.0
1034468,2022-06-30 19:05:00.877,621705,452.4,90.48,1,pequeño,4.0,501.625,64.965,1,0.0,30,0.0,0.0,180,0,0,0.0,0.0,16.41,0.0,25,0,20,8,0.0,0,6.0,0.0,0.0,0.0,0.0,17.5,0.0,3.0,14.5,0.0,0.0,0.0,2.5,0.5,0,10.0,30,50,0.0
1034469,2022-06-30 17:01:00.687,628125,678.6,67.86,0,mediano,4.0,600.148,71.862,1,0.0,30,0.0,0.0,150,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,1.22,0.0,0.0,0.0,2.66,0.46,0.0,3.48,0.0,0.08,0.0,0.0,2.09,0,5.0,30,30,0.0
1034470,2022-06-30 11:09:00.293,625305,232.0,23.2,0,mediano,4.0,549.088,71.862,1,0.0,30,0.0,0.0,160,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,15,0.0,0.0,0.0,0.0,0.0,15.0,0.0,1.05,0.0,12.0,0.0,0.0,1.0,4.5,0,7.5,30,30,0.0
1034471,2022-07-04 09:12:00.193,627605,678.6,67.86,1,mediano,4.0,597.238,71.862,1,0.0,30,0.0,0.0,160,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,3.85,0.0,0.0,0.2,7.0,1.35,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0,7.5,30,15,0.0
1034472,2022-07-01 08:13:00.597,629605,232.0,46.4,0,pequeño,2.0,639.342,78.758,1,0.0,30,0.0,0.0,150,0,0,0.0,0.0,0.0,0.0,25,0,0,8,0.0,0,0.0,2.3,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0,1.0,30,15,0.0
1034473,2022-07-04 13:21:00.957,624605,452.4,90.48,1,pequeño,4.0,539.035,64.965,1,0.0,30,0.0,0.0,200,0,0,0.0,0.0,0.0,0.0,25,0,30,8,0.0,0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.5,2.5,0.0,0.0,0.0,2.5,5.0,0,7.5,30,15,0.0
1034474,2022-07-04 09:07:00.143,625605,232.0,46.4,0,pequeño,4.0,556.638,71.862,1,0.0,30,0.0,0.0,170,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,2.5,0.0,0.0,0.0,7.2,4.1,0.0,1.0,8.0,1.4,0.0,2.0,4.8,0,7.5,30,30,0.0
1034475,2022-07-01 13:47:00.767,626605,452.4,90.48,1,pequeño,4.0,567.698,71.862,1,0.0,30,0.0,0.0,180,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,5.0,0.0,0.0,0.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,2.5,4.44,0,7.5,20,15,0.0
1034506,2022-07-04 18:18:00.627,627175,2726.0,90.87,0,grande,4.0,618.723,71.862,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,0.0,0.0,0.0,0.0,2.225,0.69,0.0,5.0,0.75,0.0,0.0,0.0,5.25,0,7.5,30,15,0.0
1034507,2022-07-06 13:44:00.187,627445,452.4,45.24,0,mediano,4.0,617.408,71.862,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,25,8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.63,0.7,0.0,0.0,4.2,4.2,0.0,0.0,0.0,0,8.0,30,15,0.0
1034508,2022-07-05 16:25:00.357,628445,452.4,45.24,0,mediano,4.0,605.358,71.862,1,0.0,30,0.0,0.0,150,0,0,0.0,0.0,0.0,0.0,25,0,25,8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.68,0.7,0.0,0.0,8.2,4.2,0.0,0.0,0.0,0,6.0,30,15,0.0
1034509,2022-07-06 12:14:01.047,627435,232.0,46.4,0,pequeño,4.0,613.638,71.862,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,4.5,0.0,0.0,10.0,0,6.0,30,15,0.0
1034510,2022-07-06 08:25:00.880,627455,232.0,46.4,1,pequeño,4.0,596.968,71.862,1,0.0,30,0.0,6.9,140,0,0,0.0,0.0,0.0,0.0,25,0,30,8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,7.8,10.0,0.0,0.0,0.0,0,7.5,30,15,0.0
1034557,2022-07-14 08:32:00.257,620305,232.0,46.4,0,pequeño,1.0,649.138,71.862,1,0.0,30,0.0,0.0,140,0,0,0.0,4.0,0.0,0.0,25,0,10,8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,30,15,0.0
1034558,2022-07-14 09:06:02.260,629995,904.8,90.48,0,mediano,1.0,673.138,71.862,1,0.0,30,0.0,0.0,130,0,0,0.0,0.0,0.0,0.0,25,0,10,8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,20,15,0.0
1034559,2022-07-14 11:41:00.517,620505,232.0,46.4,0,pequeño,0.0,682.338,71.862,1,1.8,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,0,0,20,8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,30,0,0.0
1034560,2022-07-14 16:01:00.473,629065,232.0,46.4,0,pequeño,1.5,615.642,82.758,1,0.0,30,0.0,0.0,150,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,2.1,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,30,15,0.0
1034561,2022-07-14 14:34:00.467,626065,678.6,67.86,1,mediano,4.0,555.238,71.862,1,0.0,30,0.0,0.0,180,0,0,0.0,0.0,0.0,0.0,25,0,30,8,0.0,0,0.4,8.0,0.0,0.0,0.0,10.0,2.5,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0,10.0,30,15,0.0
1034562,2022-07-15 09:40:00.807,629005,904.8,90.48,0,mediano,4.0,646.242,78.758,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,0,8,0.0,0,0.0,1.5,0.0,0.0,0.0,2.75,0.0,0.0,0.5,0.75,0.0,0.0,0.0,1.5,0,2.0,30,15,0.0
